Mcip ConsumableMCIP CONSUMABLES DCEKO POWER degreaser (2x5) Ltr,₹1017.75,No discount,No rating,Cuts & Sprouts,In stock,"DCEKO POWER degreaser, 5 L pack."
TadaaPeanuts - Naturally Steamed,₹80,No discount,No rating,Cuts & Sprouts,In stock,"Naturally steamed peanuts, 180 g pack."
BrotosChana Sprouts - Dehydrated,₹59,No discount,No rating,Cuts & Sprouts,In stock,"Dehydrated chana sprouts, 80 g pack."
BrotosMasoor Sprouts - Dehydrated,₹59,No discount,No rating,Cuts & Sprouts,Notify Me,"Dehydrated masoor sprouts, 80 g pack."
"GardenBiteHearty Fruit Salad - With Balsamic Vinaigrette, Made With Fresh Ingredients",₹304.11,24% OFF,No rating,Cuts & Sprouts,Notify Me,"Hearty fruit salad with balsamic vinaigrette, 300 g pack."
"GardenBiteMediterranean Couscous Salad - With Sunshine Dressing, Made With Fresh Ingredients",₹304.11,24% OFF,No rating,Cuts & Sprouts,Notify Me,"Mediterranean couscous salad with sunshine dressing, 300 g pack."
"GardenBiteSouthwest Salad - With Creamy Chipotle Dressing, Made With Fresh Ingredients",₹304.11,24% OFF,No rating,Cuts & Sprouts,Notify Me,"Southwest salad with creamy chipotle dressing, 300 g pack."
TadaaBoiled Sweet Potato,₹82,Not Available,Not Available,Cuts & Sprouts,In Stock,Boiled sweet potato in 530 g packaging.
TadaaBrown Chana - Naturally Steamed,₹80,13% OFF,Not Available,Cuts & Sprouts,In Stock,Brown chana naturally steamed in 220 g packaging.
bb ComboGajar Halwa,₹164.18,₹188.6,Not Available,Cuts & Sprouts,In Stock,Combo pack of gajar halwa with 3 items.
TadaaBoiled Kabuli Chana,₹45,Not Available,Not Available,Cuts & Sprouts,In Stock,Boiled kabuli chana in 225 g tray pack.
TadaaBaby Potatoes,₹65,Not Available,Not Available,Cuts & Sprouts,In Stock,Baby potatoes in 530 g packaging.
TadaaBoiled Rajma,₹45,Not Available,Not Available,Cuts & Sprouts,In Stock,Boiled rajma in 225 g tray pack.
fresho!Sprouts - Green Pea,₹44,Not Available,Not Available,Cuts & Sprouts,In Stock,Green pea sprouts in 200 g packaging.
fresho!Karamani - White,₹39,24% OFF,Not Available,Cuts & Sprouts,In Stock,White karamani in 200 g packaging.
fresho!Sweet Corn - Mexican,₹31.92,₹42,Not Available,Cuts & Sprouts,In Stock,Mexican sweet corn in 250 g packaging.
fresho!Delhi Carrot - Sliced,₹39.9,₹52.5,Not Available,Cuts & Sprouts,In Stock,Sliced Delhi carrots in 300 g packaging.
fresho!Exotic Veg Hamper,₹99,24% OFF,Not Available,Cuts & Sprouts,In Stock,Exotic vegetable hamper in 220 g packaging.
"fresho!Tender Coconut - Premium, King Coconut",₹44.76,₹58.9,Not Available,Cuts & Sprouts,In Stock,Premium tender coconut (1 pc).
fresho!Capsicum - Sliced,₹10.64,₹14,Not Available,Cuts & Sprouts,In Stock,Sliced capsicum in 200 g packaging.
fresho!Peeled - Double Beans,₹70,Not Available,Not Available,Cuts & Sprouts,In Stock,Peeled double beans in 200 g packaging.
fresho!Continental - Stir Fry,₹99,24% OFF,Not Available,Cuts & Sprouts,In Stock,Continental stir fry mix in 250 g packaging.
fresho!Mushroom - Stir Fry,₹31.92,₹42,Not Available,Cuts & Sprouts,In Stock,Mushroom stir fry in 400 g packaging.
fresho!Fresh Peeled - Rajma Beans Red,₹40,Not Available,Not Available,Cuts & Sprouts,In Stock,Fresh peeled red rajma beans in 200 g packaging.
fresho!Cut Indian Rice/ Noddles Mix,₹19,Not Available,Not Available,Cuts & Sprouts,In Stock,Cut Indian rice/noodles mix in 240 g packaging.
fresho!PulusuMix,₹42,24% OFF,Not Available,Cuts & Sprouts,In Stock,Pulusu mix in 1 pc packaging.
fresho!Kids Vegetables,₹69.92,₹92,Not Available,Cuts & Sprouts,In Stock,Kids vegetables mix in 240 g packaging.
fresho!White Radish - Diced,₹7.6,₹10,Not Available,Cuts & Sprouts,In Stock,Diced white radish in 200 g packaging.
fresho!Sprouts - Alfalfa,₹59,24% OFF,Not Available,Cuts & Sprouts,In Stock,Alfalfa sprouts in 100 g packaging.
fresho!Makhanwala - Mix,₹31.92,₹42,Not Available,Cuts & Sprouts,In Stock,Makhanwala mix in 400 g packaging.
fresho!Chow Chow Kootu Pack,₹21,24% OFF,Not Available,Cuts & Sprouts,In Stock,Chow chow kootu pack in 1 pc packaging.
fresho!Sugarcane - Cut,₹38,₹50,Not Available,Cuts & Sprouts,In Stock,Cut sugarcane in 1 kg packaging.
fresho!Potato - Peeled,₹9.12,₹12,Not Available,Cuts & Sprouts,In Stock,Peeled potatoes in 1 kg packaging.
fresho!Sprouts - Methi,₹52,24% OFF,Not Available,Cuts & Sprouts,In Stock,Methi sprouts in 200 g packaging.
"fresho!Beans - Moth, Sprouts",₹62.7,₹82.5,Not Available,Cuts & Sprouts,In Stock,Moth beans sprouts in 200 g packaging.
fresho!Sambar Onion - Peeled,₹487.24,₹641.1,Not Available,Cuts & Sprouts,In Stock,Peeled sambar onion in 1 kg packaging.
fresho!Red Radish - Sliced,₹42,Not Available,Not Available,Cuts & Sprouts,In Stock,Sliced red radish in 200 g packaging.
fresho!Karamani - Brown,₹22,Not Available,Not Available,Cuts & Sprouts,In Stock,Brown karamani in 200 g packaging.
fresho!Peeled - Rajma Beans White,₹39,Not Available,Not Available,Cuts & Sprouts,In Stock,Peeled white rajma beans in 200 g packaging.
fresho!Morekozhambu Pack,₹23,24% OFF,Not Available,Cuts & Sprouts,In Stock,Morekozhambu pack in 1 pc packaging.
fresho!Pomegranate - Peeled 250 g + Cucumber 1 kg approx. 4 to 5 nos,₹118,Not Available,Not Available,Cuts & Sprouts,In Stock,"Combo of peeled pomegranate (250 g) and cucumber (1 kg, 4-5 nos)."
fresho!Mixed Fruit - Regular Salad,₹37.5,24% OFF,Not Available,Cuts & Sprouts,In Stock,Mixed fruit regular salad in 280 g packaging.
fresho!Sprouts - Mixed,₹67.67,₹89.04,Not Available,Cuts & Sprouts,In Stock,Mixed sprouts in 150 g packaging.
fresho!Red Amaranthus - Chopped,₹45.81,₹60.27,Not Available,Cuts & Sprouts,In Stock,Chopped red amaranthus in 250 g packaging.
fresho!Matar Mushroom,₹62.46,₹82.19,Not Available,Cuts & Sprouts,In Stock,Matar mushroom in 250 g packaging.
fresho!Potato - Sliced,₹43.72,₹57.53,Not Available,Cuts & Sprouts,In Stock,Sliced potatoes in 200 g packaging.
Mcip ConsumableMCIP CONSUMABLES MIXED GRAM SPROUTS : Roll 300 mm,₹474.95,24% OFF,Not Available,Cuts & Sprouts,In Stock,Mixed gram sprouts roll in 300 mm packaging.
fresho!Mango Slice/Amsatta - Regular,₹83.29,₹109.59,Not Available,Cuts & Sprouts,In Stock,Regular mango slice/amsatta in 200 g packaging.
Supa CornSweet Corn - Mexican Treat,₹86,₹113.16,Not Available,Cuts & Sprouts,In Stock,Mexican sweet corn treat in 150 g packaging.
fresho!Sprouts - Channa Brown,₹29.15,₹38.36,Not Available,Cuts & Sprouts,In Stock,Brown channa sprouts in 200 g packaging.
"GardenBitePasta Salad - With Light Caesar Dressing, Made With Fresh Ingredients",₹304.11,24% OFF,Not Available,Cuts & Sprouts,In Stock,Pasta salad with light Caesar dressing in 300 g packaging.
"GardenBiteSuper Quinoa Salad - With Roasted Garlic Tahini Dressing, Made With Fresh Ingredients",₹245.21,24% OFF,Not Available,Cuts & Sprouts,In Stock,Super quinoa salad with roasted garlic tahini dressing in 300 g packaging.
"GardenBiteCrunchy Thai Salad - With Zesty Peanut Dressing, Made With Fresh Ingredients",₹212.33,24% OFF,Not Available,Cuts & Sprouts,In Stock,Crunchy Thai salad with zesty peanut dressing in 200 g packaging.
"GardenBiteRainbow Salad - With Thousand Island Dressing, Made With Fresh Ingredients",₹304.11,24% OFF,Not Available,Cuts & Sprouts,In Stock,Rainbow salad with Thousand Island dressing in 300 g packaging.
fresho!Organic Sprouts - Mataki,₹47.89,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Organic sprouts for Indian cooking and salads, 200 g."
fresho!Mango - Diced,₹162.41,24% OFF,Not Available,Cuts & Sprouts,In Stock,Diced mango in 500 g pack.
"fresho!Carrot Strips, Aloo Strips, Green peas peeled",₹59.34,Not Available,Not Available,Cuts & Sprouts,In Stock,"Mixed strips and peeled green peas, 235 g."
Mcip Consumable EKO POWER SAN 70 (2x5)Ltr,₹1696.25,Not Available,Not Available,Cuts & Sprouts,In Stock,"Sanitizer solution, 5 L."
fresho!Muskmelon Chunks - Single Serve,₹12.33,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Single serve muskmelon chunks, 80 g."
fresho!Sponge Gourd - Sliced,₹46.85,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Sliced sponge gourd, 200 g."
fresho!Spinach - Chopped,₹61.42,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Chopped spinach, 200 g."
fresho!Capsicum - Julienne,₹31.92,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Julienne cut capsicum, 500 g."
fresho!Green Peas - Peeled,₹24.99,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Peeled green peas, 200 g."
fresho!Sprouts - Horse Gram,₹33.32,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Horse gram sprouts, 200 g."
fresho!Aloo Mutter,₹53.09,Not Available,Not Available,Cuts & Sprouts,In Stock,"Mixed peas and potatoes, 280 g."
Mcip Consumable MOONG BROWN SPROUTS Roll 300 mm,₹474.95,Not Available,Not Available,Cuts & Sprouts,In Stock,"Brown moong sprouts roll, 300 mm."
fresho!Sprouts - Mixed Gram,₹55.18,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Mixed gram sprouts, 200 g."
Mcip Consumable CHANNA BROWN SPROUTS Roll 300 mm,₹474.95,Not Available,Not Available,Cuts & Sprouts,In Stock,"Channa brown sprouts roll, 300 mm."
fresho!Sweet Corn - Pellets,₹181.15,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Sweet corn pellets, 1 kg."
fresho!Raw Mango - Grated,₹124.93,24% OFF,Not Available,Cuts & Sprouts,In Stock,"Grated raw mango, 300 g."
fresho!Chow Chow - Diced,₹61.42,Not Available,Not Available,Cuts & Sprouts,In Stock,"Diced chow chow, 300 g."
Sproutamins Sprouts - Green Moong,Not Available,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Green moong sprouts, 200 g."
Brotos Mix Sprouts - Dehydrated,₹12,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Dehydrated mix sprouts, 80 g."
Turkel Apricot - Dried,₹458.9,Not Available,Not Available,Cuts & Sprouts,Notify Me,Dried apricot in 200 g box.
"fresho!Beans Sprout Premium, Institutional",Not Available,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Premium beans sprout for institutional use, 1 kg."
fresho!Jackfruit - Pulp,₹142.47,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Jackfruit pulp, 1 kg."
fresho!Almonds - Bulk,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Bulk almonds, 1 kg."
fresho!Sprouts - Masoor,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Masoor sprouts, 200 g."
"fresho!Baby Corn - Peeled Premium, Institutional",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Peeled baby corn for institutional use, 1 kg."
"fresho!Parval, Economy, Institutional",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Parval for institutional use, 1 kg."
"fresho!Tender Coconut - Direct, Institutional",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Direct tender coconut for institutional use, 1 pc."
"fresho!Microgreens - Green Basil, Living Plant",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Living green basil microgreens plant, 1 pc."
"fresho!Tender Coconut - Premium, Institutional",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Premium tender coconut for institutional use, 1 pc."
"fresho!Sambar Onion - Peeled, Premium, Institutional",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Peeled sambar onion for institutional use, 200 g."
fresho!Soup & Stew Mix,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Mix of vegetables for soups and stews, 250 g."
fresho!Padwal - Julienne,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Julienne cut padwal, 200 g."
"fresho!Microgreens - Purple Basil, Living Plant",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Living purple basil microgreens plant, 1 pc."
fresho!Beans - Sprouts,₹12,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Beans sprouts, 200 g."
fresho!Korma Pack (for 2),₹12,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Korma pack for two people, 1 pc."
"fresho!Microgreens - Carrot, Living Plant",Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Living carrot microgreens plant, 1 pc."
fresho!Indian Beans Peeled,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Peeled Indian beans, 200 g."
fresho!Coleslaw,₹12,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Coleslaw mix, 250 g."
fresho!Peeled Vegetable Pack,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Mixed peeled vegetables, 230 g."
fresho!Thai Curry Vegetables,Not Available,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Mixed vegetables for Thai curry, 350 g."
Supa Corn Sweet Corn - Butter Blast,₹59,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Sweet corn butter blast flavor, 150 g."
"fresho!Tender Coconut - Golden, Medium, Natural & Fresh, Nutrition Drink",₹79.45,20% OFF,Not Available,Cuts & Sprouts,Notify Me,"Golden tender coconut for nutrition drink, 1 pc."
fresho!Turnip - Diced,Not Available,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Diced turnip, 200 g."
fresho!Sandwich Chutney - Mix,₹12,24% OFF,Not Available,Cuts & Sprouts,Notify Me,"Sandwich chutney mix, 250 g."
fresho!Wal Sprouts,₹24,Not Available,Not Available,Cuts & Sprouts,Notify Me,"Wal sprouts, 200 g."
fresho!Banana Flower - Cut,₹62.46,24%,Not available,Cuts & Sprouts,In stock,"Banana flower cut, 200 g pack with 24% discount."
fresho!Ready To Cook - Potato French Fries,₹52.05,No discount,Not available,Cuts & Sprouts,In stock,"Ready to cook potato french fries, 250 g pack."
Mcip ConsumableMCIP CONSUMABLES HORSE GRAM SPROUTS : Roll 300 mm,₹474.95,No discount,Not available,Cuts & Sprouts,In stock,"Horse gram sprouts roll, 300 mm, 1 pc."
fresho!Watermelon Juice - Cold Pressed,Notify Me,24%,Not available,Cuts & Sprouts,Out of stock,"Cold pressed watermelon juice, 1 pc with 24% discount."
Supa CornSweet Corn - Desi Masala,₹130.14,No discount,Not available,Cuts & Sprouts,Out of stock,"Sweet corn desi masala, 150 g pack."
Mcip ConsumableMCIP CONSUMABLES Hand San-Soap (2x5)Ltr,₹1289.15,No discount,Not available,Cuts & Sprouts,In stock,"Hand sanitizer soap, 5 L, MCIP."
fresho!Coconut - Grated,₹89.54,24%,Not available,Cuts & Sprouts,In stock,"Grated coconut, 100 g pack with 24% discount."
fresho!Broccoli - Salad,₹75.24,24%,Not available,Cuts & Sprouts,In stock,"Broccoli salad, 200 g pack with 24% discount."
fresho!Onion - Sliced,₹67.67,24%,Not available,Cuts & Sprouts,In stock,"Sliced onion, 500 g pack with 24% discount."
fresho!Organic Sprouts Horse Gram,₹60.38,No discount,Not available,Cuts & Sprouts,In stock,"Organic horse gram sprouts, 200 g pack."
"fresho!Exotic Microgreen Combo - Radish White/ Purple, Green Mustard, Pok choy, Khol Rabi Purple, Beetroot, Sunflower",Notify Me,No discount,Not available,Cuts & Sprouts,Out of stock,"Exotic microgreen combo, 50 g pack."
fresho!Cut Coconut,₹388.16,51%,Not available,Cuts & Sprouts,In stock,"Cut coconut, 1 kg pack with 51% discount."
